LOCATION,Country,VARIABLE,Variable,FREQUENCY,Frequency,TIME,Time,Value,Flag,Codes,Flags,,,,,
COL,Colombia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,17.81461451,
COL,Colombia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,20.70108979,
COL,Colombia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,3.962178678,,,,,,,,
COL,Colombia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,22.87452167,,,,,,,,
COL,Colombia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,1.59873717,
COL,Colombia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,5.652412237,
COL,Colombia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,20.83603434,
COL,Colombia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,24.88537317,
EST,Estonia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,2.393534543,,,,,,,,
EST,Estonia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,8.314334265,,,,,,,,
EST,Estonia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,-1.419334754,
EST,Estonia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,5.402134765,
EST,Estonia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,5.148019762,
EST,Estonia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,11.1790285,
EST,Estonia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,2.77160374,,,,,,,,
EST,Estonia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,10.20838305,,,,,,,,
EST,Estonia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,-0.545150156,
EST,Estonia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,5.494870648,
EST,Estonia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,6.018291766,
EST,Estonia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,13.27087415,
IND,India,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,7.529673849,,,,,,,,
IND,India,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,19.94674806,,,,,,,,
IND,India,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,5.588306426,
IND,India,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,8.750183409,
IND,India,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,14.59095663,
IND,India,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,26.67519721,
IND,India,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,6.777231366,,,,,,,,
IND,India,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,19.37497092,,,,,,,,
IND,India,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,4.779046421,
IND,India,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,8.042026629,
IND,India,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,14.03732691,
IND,India,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,24.70900456,
IDN,Indonesia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,7.89791983,,,,,,,,
IDN,Indonesia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,7.413233585,,,,,,,,
IDN,Indonesia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,4.489288995,
IDN,Indonesia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,13.0235294,
IDN,Indonesia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,4.240555779,
IDN,Indonesia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,11.61054565,
IDN,Indonesia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,8.996972276,,,,,,,,
IDN,Indonesia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,7.545879909,,,,,,,,
IDN,Indonesia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,7.024217817,
IDN,Indonesia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,13.56167458,
IDN,Indonesia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,5.449630947,
IDN,Indonesia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,9.198851667,
ISR,Israel,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,5.049435966,,,,,,,,
ISR,Israel,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,16.33586334,,,,,,,,
ISR,Israel,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,3.789411492,
ISR,Israel,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,7.663191581,
ISR,Israel,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,12.02776558,
ISR,Israel,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,20.41955338,
ISR,Israel,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,4.735870244,,,,,,,,
ISR,Israel,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,18.32043187,,,,,,,,
ISR,Israel,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,3.318841857,
ISR,Israel,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,7.3052487,
ISR,Israel,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,14.16566186,
ISR,Israel,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,22.76764245,
LVA,Latvia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,2.674775782,,,,,,,,
LVA,Latvia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,6.311819975,,,,,,,,
LVA,Latvia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,0.769105849,
LVA,Latvia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,4.944357685,
LVA,Latvia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,2.351392828,
LVA,Latvia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,10.33286417,
LVA,Latvia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,3.21416217,,,,,,,,
LVA,Latvia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,7.704592932,,,,,,,,
LVA,Latvia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,1.058955044,
LVA,Latvia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,5.653507096,
LVA,Latvia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,5.436918051,
LVA,Latvia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,11.00673424,
LTU,Lithuania,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,3.701623518,,,,,,,,
LTU,Lithuania,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,7.904758795,,,,,,,,
LTU,Lithuania,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,1.889459362,
LTU,Lithuania,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,5.563727562,
LTU,Lithuania,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,5.596176168,
LTU,Lithuania,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,10.12417504,
LTU,Lithuania,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,4.217989788,,,,,,,,
LTU,Lithuania,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,8.554444414,,,,,,,,
LTU,Lithuania,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,2.01850566,
LTU,Lithuania,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,5.953894026,
LTU,Lithuania,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,6.301034349,
LTU,Lithuania,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,10.77921807,
ROU,Romania,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,3.675491902,,,,,,,,
ROU,Romania,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,11.38864437,,,,,,,,
ROU,Romania,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,2.223626217,
ROU,Romania,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,4.612253422,
ROU,Romania,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,7.659816747,
ROU,Romania,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,14.37055227,
ROU,Romania,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,4.212847614,,,,,,,,
ROU,Romania,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,11.15683875,,,,,,,,
ROU,Romania,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,1.55934186,
ROU,Romania,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,5.279937916,
ROU,Romania,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,7.321701527,
ROU,Romania,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,13.55061732,
SVN,Slovenia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,2.193607287,,,,,,,,
SVN,Slovenia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,10.07915967,,,,,,,,
SVN,Slovenia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,-1.116616842,
SVN,Slovenia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,4.908557184,
SVN,Slovenia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,5.377015311,
SVN,Slovenia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,15.23327585,
SVN,Slovenia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,4.274637831,,,,,,,,
SVN,Slovenia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,11.98163363,,,,,,,,
SVN,Slovenia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,1.121016042,
SVN,Slovenia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,7.520661518,
SVN,Slovenia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,8.371283273,
SVN,Slovenia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,16.80233968,
ZAF,South,Africa,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,7.343921486,,,,,,,
ZAF,South,Africa,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,13.93901243,,,,,,,
ZAF,South,Africa,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,5.419095217
ZAF,South,Africa,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,11.83036886
ZAF,South,Africa,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,11.31951234
ZAF,South,Africa,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,19.02573102
ZAF,South,Africa,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,7.273023572,,,,,,,
ZAF,South,Africa,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,13.3102127,,,,,,,
ZAF,South,Africa,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,4.432197414
ZAF,South,Africa,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,10.44062789
ZAF,South,Africa,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,10.59128608
ZAF,South,Africa,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,17.14187654
AUS,Australia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W28,17-Jul-22,5.212893116,,,,,,,,
AUS,Australia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W28,17-Jul-22,10.21533171,,,,,,,,
AUS,Australia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,4.000902987,
AUS,Australia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,5.9479976,
AUS,Australia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,7.959874613,
AUS,Australia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,12.90918052,
AUT,Austria,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W28,17-Jul-22,2.451396254,,,,,,,,
AUT,Austria,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W28,17-Jul-22,7.380666027,,,,,,,,
AUT,Austria,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,1.334158721,
AUT,Austria,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,3.494773282,
AUT,Austria,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,5.507005958,
AUT,Austria,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,9.150282948,
BEL,Belgium,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W28,17-Jul-22,3.434300658,,,,,,,,
BEL,Belgium,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W28,17-Jul-22,6.773515668,,,,,,,,
BEL,Belgium,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,2.842870697,
BEL,Belgium,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,3.963915551,
BEL,Belgium,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,5.150256093,
BEL,Belgium,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,8.990211906,
CAN,Canada,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W28,17-Jul-22,3.700504913,,,,,,,,
CAN,Canada,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W28,17-Jul-22,8.230844841,,,,,,,,
CAN,Canada,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,2.981454445,
CAN,Canada,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,4.404786052,
CAN,Canada,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,7.115375493,
CAN,Canada,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,9.968136317,
CZE,Czechia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W28,17-Jul-22,2.198070488,,,,,,,,
CZE,Czechia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W28,17-Jul-22,3.958896261,,,,,,,,
CZE,Czechia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,0.954882094,
CZE,Czechia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,3.151750178,
CZE,Czechia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,1.693959974,
CZE,Czechia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,6.116651426,
DNK,Denmark,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W28,17-Jul-22,2.754907461,,,,,,,,
DNK,Denmark,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W28,17-Jul-22,7.025284915,,,,,,,,
DNK,Denmark,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,1.735243094,
DNK,Denmark,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,4.485386293,
DNK,Denmark,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,5.38713272,
DNK,Denmark,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,8.256633964,
FIN,Finland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W28,17-Jul-22,2.062405414,,,,,,,,
FIN,Finland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W28,17-Jul-22,3.89369264,,,,,,,,
FIN,Finland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,0.689234957,
FIN,Finland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,3.330475434,
FIN,Finland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,1.687521681,
FIN,Finland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,5.443364875,
FRA,France,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W28,17-Jul-22,2.877203856,,,,,,,,
FRA,France,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W28,17-Jul-22,5.47820693,,,,,,,,
FRA,France,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,1.820836835,
FRA,France,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,4.182710921,
FRA,France,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,3.845792348,
FRA,France,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,7.457737161,
DEU,Germany,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W28,17-Jul-22,1.944359835,,,,,,,,
DEU,Germany,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W28,17-Jul-22,2.75837302,,,,,,,,
DEU,Germany,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,1.014677766,
DEU,Germany,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,3.327243145,
DEU,Germany,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,1.845605547,
DEU,Germany,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,4.340048533,
GRC,Greece,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W28,17-Jul-22,2.667606664,,,,,,,,
GRC,Greece,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W28,17-Jul-22,12.05161914,,,,,,,,
GRC,Greece,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,0.859652963,
GRC,Greece,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,4.012983038,
GRC,Greece,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,7.121051045,
GRC,Greece,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,15.23322077,
HUN,Hungary,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W28,17-Jul-22,3.1865241,,,,,,,,
HUN,Hungary,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W28,17-Jul-22,10.6259219,,,,,,,,
HUN,Hungary,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,0.188418187,
HUN,Hungary,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,4.677479672,
HUN,Hungary,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,7.859412429,
HUN,Hungary,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,13.10485251,
ISL,Iceland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W28,17-Jul-22,4.080052222,,,,,,,,
ISL,Iceland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W28,17-Jul-22,13.06312037,,,,,,,,
ISL,Iceland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,1.614083801,
ISL,Iceland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W28,17-Jul-22,6.069788568,
ISL,Iceland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W28,17-Jul-22,9.962494152,
